model,icd9,icd9_label,ccs,n_valid_targets,best_rank,best_score,top_score,margin,top_survives_chapter_filter,label_words,residual_label
ClinicalBERT,187,malignant neoplasm of penis and other male genital organs,19,2,1,0.988656044006348,0.988656044006348,0,TRUE,9,TRUE
ClinicalBERT,188,malignant neoplasm of bladder,20,1,1,1.00000011920929,1.00000011920929,0,TRUE,4,FALSE
ClinicalBERT,189,malignant neoplasm of kidney and other and unspecified urinary organs,21,4,1,0.996411144733429,0.996411144733429,0,TRUE,10,TRUE
ClinicalBERT,190,malignant neoplasm of eye,10,1,18,0.975539028644562,0.986899971961975,0.0113609433174133,TRUE,4,FALSE
ClinicalBERT,191,malignant neoplasm of brain,22,1,1,1.00000035762787,1.00000035762787,0,TRUE,4,FALSE
ClinicalBERT,192,malignant neoplasm of other and unspecified parts of nervous system,22,2,2,0.985005497932434,0.986891090869904,0.00188559293746948,TRUE,10,TRUE
ClinicalBERT,193,malignant neoplasm of thyroid gland,23,1,1,1.00000023841858,1.00000023841858,0,TRUE,5,FALSE
ClinicalBERT,194,malignant neoplasm of other endocrine glands and related structures,10,2,1,1.00000023841858,1.00000023841858,0,TRUE,9,TRUE
ClinicalBERT,195,malignant neoplasm of other and illdefined sites,10,2,1,0.989319443702698,0.989319443702698,0,TRUE,7,TRUE
ClinicalBERT,196,secondary and unspecified malignant neoplasm of lymph nodes,24,1,1,0.999999761581421,0.999999761581421,0,TRUE,8,TRUE
ClinicalBERT,197,secondary malignant neoplasm of respiratory and digestive systems,24,1,1,0.992605209350586,0.992605209350586,0,TRUE,8,FALSE
ClinicalBERT,198,secondary malignant neoplasm of other specified sites,24,1,1,0.982821702957153,0.982821702957153,0,TRUE,7,TRUE
ClinicalBERT,199,malignant neoplasm without specification of site,25,4,1,1.00000011920929,1.00000011920929,0,TRUE,6,TRUE
ClinicalBERT,200,lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue,26,3,42,0.931944489479065,0.957221567630768,0.0252770781517029,TRUE,11,TRUE
ClinicalBERT,201,hodgkins disease,27,1,56,0.934615612030029,0.971393704414368,0.0367780923843384,FALSE,2,FALSE
ClinicalBERT,202,other malignant neoplasms of lymphoid and histiocytic tissue,26,6,2,0.964302003383636,0.967517673969269,0.00321567058563232,TRUE,8,TRUE
ClinicalBERT,203,multiple myeloma and immunoproliferative neoplasms,28,2,1,0.993090212345123,0.993090212345123,0,TRUE,5,FALSE
ClinicalBERT,204,lymphoid leukemia,28,1,1,0.986453592777252,0.986453592777252,0,TRUE,2,FALSE
ClinicalBERT,205,myeloid leukemia,28,1,1,0.986471772193909,0.986471772193909,0,TRUE,2,FALSE
ClinicalBERT,206,monocytic leukemia,28,1,1,0.989750623703003,0.989750623703003,0,TRUE,2,FALSE
ClinicalBERT,207,other specified leukemia,28,1,562,0.853469491004944,0.941113471984863,0.0876439809799194,FALSE,3,TRUE
ClinicalBERT,208,leukemia of unspecified cell type,28,1,1,0.992520332336426,0.992520332336426,0,TRUE,5,TRUE
ClinicalBERT,225,benign neoplasm of brain and other parts of nervous system,29,2,1,0.998168706893921,0.998168706893921,0,TRUE,10,TRUE
ClinicalBERT,230,carcinoma in situ of digestive organs,4,2,1,0.986930012702942,0.986930012702942,0,TRUE,6,FALSE
ClinicalBERT,231,carcinoma in situ of respiratory system,9,1,1,0.990280091762543,0.990280091762543,0,TRUE,6,FALSE
ClinicalBERT,233,carcinoma in situ of breast and genitourinary system,10,4,2,0.983879745006561,0.99151748418808,0.00763773918151855,TRUE,8,FALSE
ClinicalBERT,234,carcinoma in situ of other and unspecified sites,10,1,1,0.999999642372131,0.999999642372131,0,TRUE,8,TRUE
ClinicalBERT,237,neoplasm of uncertain behavior of endocrine glands and nervous system,30,4,1,0.981349289417267,0.981349289417267,0,TRUE,10,FALSE
ClinicalBERT,238,neoplasm of uncertain behavior of other and unspecified sites and tissues,30,4,1,0.980786621570587,0.980786621570587,0,TRUE,11,TRUE
ClinicalBERT,240,simple and unspecified goiter,31,2,19,0.917797267436981,0.931149959564209,0.0133526921272278,FALSE,4,TRUE
ClinicalBERT,241,nontoxic nodular goiter,31,2,6,0.94549423456192,0.949250102043152,0.00375586748123169,FALSE,3,FALSE
ClinicalBERT,242,thyrotoxicosis with or without goiter,31,1,27,0.932704329490662,0.947358071804047,0.014653742313385,FALSE,5,FALSE
ClinicalBERT,243,congenital hypothyroidism,31,2,1,0.982066512107849,0.982066512107849,0,TRUE,2,FALSE
ClinicalBERT,244,acquired hypothyroidism,31,4,4,0.947769641876221,0.973564207553864,0.0257945656776428,FALSE,2,FALSE
ClinicalBERT,245,thyroiditis,31,1,1,0.999999940395355,0.999999940395355,0,TRUE,1,FALSE
ClinicalBERT,246,other disorders of thyroid,31,3,1,0.999999821186066,0.999999821186066,0,TRUE,4,TRUE
ClinicalBERT,250,diabetes mellitus,32,4,2,0.951785862445831,0.965655386447906,0.0138695240020752,FALSE,2,FALSE
ClinicalBERT,251,other disorders of pancreatic internal secretiondisorders of parathyroid gland,33,3,1,0.952646732330322,0.952646732330322,0,TRUE,9,TRUE
ClinicalBERT,252,disorders of parathyroid gland,33,3,2,0.953101336956024,0.955255448818207,0.00215411186218262,FALSE,4,FALSE
ClinicalBERT,253,disorders of the pituitary gland and its hypothalamic control,33,4,76,0.910162508487701,0.942373216152191,0.0322107076644897,TRUE,9,FALSE
ClinicalBERT,254,diseases of thymus gland,33,1,2,0.974323809146881,0.975721120834351,0.00139731168746948,FALSE,4,FALSE
ClinicalBERT,255,disorders of adrenal glands,33,6,5,0.955299735069275,0.963143467903137,0.0078437328338623,FALSE,4,FALSE
ClinicalBERT,256,ovarian dysfunction,33,2,1,1.00000011920929,1.00000011920929,0,TRUE,2,FALSE
ClinicalBERT,257,testicular dysfunction,33,3,1,0.999999642372131,0.999999642372131,0,TRUE,2,FALSE
ClinicalBERT,258,polyglandular dysfunction and related disorders,33,1,5,0.936330556869507,0.954904854297638,0.0185742974281311,FALSE,5,FALSE
ClinicalBERT,259,other endocrine disorders,33,3,1,0.999999463558197,0.999999463558197,0,TRUE,3,TRUE
ClinicalBERT,260,kwashiorkor,34,2,1,1.00000023841858,1.00000023841858,0,TRUE,1,FALSE
ClinicalBERT,261,nutritional marasmus,34,1,1,1,1,0,TRUE,2,FALSE
ClinicalBERT,262,other severe proteincalorie malnutrition,34,1,1,0.922179520130157,0.922179520130157,0,TRUE,4,TRUE
ClinicalBERT,263,other and unspecified proteincalorie malnutrition,34,4,1,0.926446437835693,0.926446437835693,0,TRUE,5,TRUE
ClinicalBERT,268,vitamin d deficiency,34,3,1,1.00000023841858,1.00000023841858,0,TRUE,3,FALSE
ClinicalBERT,270,disorders of aminoacid transport and metabolism,35,3,3,0.961385488510132,0.965977430343628,0.00459194183349609,TRUE,6,FALSE
ClinicalBERT,271,disorders of carbohydrate transport and metabolism,35,4,4,0.940122902393341,0.949001729488373,0.00887882709503174,TRUE,6,FALSE
ClinicalBERT,272,disorders of lipoid metabolism,36,5,3,0.963373839855194,0.983383297920227,0.020009458065033,TRUE,4,FALSE
ClinicalBERT,273,disorders of plasma protein metabolism,35,5,275,0.862256526947021,0.98072475194931,0.118468225002289,TRUE,5,FALSE
ClinicalBERT,274,gout,37,1,1,0.99999988079071,0.99999988079071,0,FALSE,1,FALSE
ClinicalBERT,275,disorders of mineral metabolism,35,3,1,0.999999582767487,0.999999582767487,0,TRUE,4,FALSE
ClinicalBERT,277,other and unspecified disorders of metabolism,35,9,7,0.919480264186859,0.947895348072052,0.0284150838851929,FALSE,6,TRUE
ClinicalBERT,278,overweight obesity and other hyperalimentation,35,4,32,0.91359555721283,0.932179093360901,0.0185835361480713,FALSE,5,TRUE
ClinicalBERT,279,disorders involving the immune mechanism,35,6,143,0.903651177883148,0.940385460853577,0.0367342829704285,FALSE,5,FALSE
ClinicalBERT,280,iron deficiency anemias,38,1,1,0.984429359436035,0.984429359436035,0,TRUE,3,FALSE
ClinicalBERT,282,hereditary hemolytic anemias,38,4,1,0.96282547712326,0.96282547712326,0,TRUE,3,FALSE
ClinicalBERT,283,acquired hemolytic anemias,38,1,1,0.984397947788239,0.984397947788239,0,TRUE,3,FALSE
ClinicalBERT,284,aplastic anemia and other bone marrow failure syndromes,38,3,3,0.93487823009491,0.944109737873077,0.00923150777816772,FALSE,8,TRUE
ClinicalBERT,285,other and unspecified anemias,38,4,45,0.930148720741272,0.962286829948425,0.0321381092071533,FALSE,4,TRUE
ClinicalBERT,286,coagulation defects,39,4,1,0.959534406661987,0.959534406661987,0,TRUE,2,FALSE
ClinicalBERT,287,purpura and other hemorrhagic conditions,39,1,1,0.99548876285553,0.99548876285553,0,TRUE,5,TRUE
ClinicalBERT,288,diseases of white blood cells,39,4,89,0.839942932128906,0.898805499076843,0.058862566947937,FALSE,5,FALSE
ClinicalBERT,289,other diseases of blood and bloodforming organs,39,7,1,0.98211145401001,0.98211145401001,0,TRUE,7,TRUE
ClinicalBERT,290,dementias,40,3,1,0.959636569023132,0.959636569023132,0,TRUE,1,FALSE
ClinicalBERT,291,alcoholinduced mental disorders,41,1,559,0.890438497066498,0.94164377450943,0.0512052774429321,FALSE,3,FALSE
ClinicalBERT,292,druginduced mental disorders,41,9,66,0.925833225250244,0.949179112911224,0.0233458876609802,FALSE,3,FALSE
ClinicalBERT,294,persistent mental disorders due to conditions classified elsewhere,40,5,14,0.932940185070038,0.943109929561615,0.0101697444915771,FALSE,8,FALSE
ClinicalBERT,295,schizophrenic disorders,42,4,1,0.990940451622009,0.990940451622009,0,TRUE,2,FALSE
ClinicalBERT,296,episodic mood disorders,43,7,2,0.968898713588715,0.970447897911072,0.00154918432235718,TRUE,3,FALSE
ClinicalBERT,297,delusional disorders,42,2,2,0.954337358474731,0.957980811595917,0.0036434531211853,TRUE,2,FALSE
ClinicalBERT,298,other nonorganic psychoses,42,5,1,0.98764443397522,0.98764443397522,0,TRUE,3,TRUE
ClinicalBERT,299,pervasive developmental disorders,44,1,1,0.999999642372131,0.999999642372131,0,TRUE,3,FALSE
ClinicalBERT,300,anxiety dissociative and somatoform disorders,43,10,4,0.947484374046326,0.952807426452637,0.00532305240631104,TRUE,5,FALSE
ClinicalBERT,301,personality disorders,45,6,5,0.948451042175293,0.966370046138763,0.0179190039634705,TRUE,2,FALSE
ClinicalBERT,303,alcohol dependence syndrome,41,2,483,0.898778319358826,0.952791810035706,0.0540134906768799,FALSE,3,FALSE
ClinicalBERT,304,drug dependence,41,8,816,0.840455174446106,0.956670999526978,0.116215825080872,TRUE,2,FALSE
ClinicalBERT,305,nondependent abuse of drugs,41,11,1,0.963062167167664,0.963062167167664,0,TRUE,4,FALSE
ClinicalBERT,306,physiological malfunction arising from mental factors,46,3,3,0.919388651847839,0.929307103157043,0.0099184513092041,FALSE,6,FALSE
ClinicalBERT,307,special symptoms or syndromes not elsewhere classified,46,6,55,0.890295684337616,0.934766173362732,0.044470489025116,FALSE,7,TRUE
ClinicalBERT,308,acute reaction to stress,43,1,2,0.900600612163544,0.903049170970917,0.00244855880737305,FALSE,4,FALSE
ClinicalBERT,309,adjustment reaction,47,2,490,0.815893471240997,0.909518003463745,0.0936245322227478,FALSE,2,FALSE
ClinicalBERT,310,specific nonpsychotic mental disorders due to brain damage,46,2,1,0.958875715732574,0.958875715732574,0,TRUE,8,FALSE
ClinicalBERT,311,depressive disorder not elsewhere classified,43,2,18,0.928116798400879,0.951784431934357,0.0236676335334778,FALSE,5,TRUE
ClinicalBERT,312,disturbance of conduct not elsewhere classified,48,3,112,0.864408195018768,0.922092199325562,0.0576840043067932,FALSE,6,TRUE
ClinicalBERT,314,hyperkinetic syndrome of childhood,48,1,1900,0.769994497299194,0.950627505779266,0.180633008480072,FALSE,4,FALSE
ClinicalBERT,315,specific delays in development,49,6,1,0.900252461433411,0.900252461433411,0,TRUE,4,FALSE
ClinicalBERT,316,psychic factors associated with diseases classified elsewhere,46,1,1,0.969784617424011,0.969784617424011,0,TRUE,7,FALSE
ClinicalBERT,317,mild intellectual disabilities,49,1,299,0.845347583293915,0.907849192619324,0.0625016093254089,FALSE,3,FALSE
ClinicalBERT,318,other specified intellectual disabilities,49,3,196,0.884260773658752,0.924335718154907,0.0400749444961548,FALSE,4,TRUE
ClinicalBERT,319,unspecified intellectual disabilities,49,2,3,0.915714621543884,0.936005473136902,0.0202908515930176,TRUE,3,TRUE
ClinicalBERT,330,cerebral degenerations usually manifest in childhood,50,3,384,0.859967947006226,0.940442860126495,0.0804749131202698,FALSE,6,FALSE
ClinicalBERT,331,other cerebral degenerations,40,6,100,0.91913914680481,0.966122627258301,0.0469834804534912,TRUE,3,TRUE
ClinicalBERT,332,parkinsons disease,51,3,1,0.983465552330017,0.983465552330017,0,TRUE,2,FALSE
ClinicalBERT,333,other extrapyramidal disease and abnormal movement disorders,50,8,1,0.976617455482483,0.976617455482483,0,TRUE,7,TRUE
ClinicalBERT,334,spinocerebellar disease,50,2,294,0.91558426618576,0.953149676322937,0.0375654101371765,FALSE,2,FALSE
ClinicalBERT,335,anterior horn cell disease,50,2,270,0.915254592895508,0.965677857398987,0.050423264503479,TRUE,4,FALSE
ClinicalBERT,336,other diseases of spinal cord,50,4,1,0.999999642372131,0.999999642372131,0,TRUE,5,TRUE
ClinicalBERT,337,disorders of the autonomic nervous system,50,2,1,0.962427258491516,0.962427258491516,0,TRUE,6,FALSE
ClinicalBERT,340,multiple sclerosis,53,1,1,1.00000011920929,1.00000011920929,0,TRUE,2,FALSE
ClinicalBERT,341,other demyelinating diseases of central nervous system,50,2,1,0.999999642372131,0.999999642372131,0,TRUE,7,TRUE
ClinicalBERT,342,hemiplegia and hemiparesis,54,1,1,0.933921694755554,0.933921694755554,0,TRUE,3,FALSE
ClinicalBERT,343,infantile cerebral palsy,54,1,4,0.939198434352875,0.950783133506775,0.0115846991539001,FALSE,3,FALSE
ClinicalBERT,344,other paralytic syndromes,54,4,1,0.99999988079071,0.99999988079071,0,TRUE,3,TRUE
ClinicalBERT,345,epilepsy and recurrent seizures,55,2,17,0.925001084804535,0.947296619415283,0.0222955346107483,TRUE,4,FALSE
ClinicalBERT,346,migraine,52,2,1,0.999999523162842,0.999999523162842,0,TRUE,1,FALSE
ClinicalBERT,347,cataplexy and narcolepsy,50,1,920,0.857141017913818,0.953143298625946,0.0960022807121277,FALSE,3,FALSE
ClinicalBERT,348,other conditions of brain,50,1,1,0.975941777229309,0.975941777229309,0,TRUE,4,TRUE
ClinicalBERT,353,nerve root and plexus disorders,50,2,1,1.00000047683716,1.00000047683716,0,TRUE,5,FALSE
ClinicalBERT,354,mononeuritis of upper limb and mononeuritis multiplex,50,2,3,0.937654316425323,0.941050887107849,0.00339657068252563,FALSE,7,FALSE
ClinicalBERT,355,mononeuritis of lower limb and unspecified site,50,3,31,0.922240793704987,0.952555298805237,0.0303145051002502,FALSE,7,TRUE
ClinicalBERT,356,hereditary and idiopathic peripheral neuropathy,50,2,1,0.993315517902374,0.993315517902374,0,TRUE,5,FALSE
ClinicalBERT,357,inflammatory and toxic neuropathy,50,3,2,0.96110862493515,0.962348699569702,0.001240074634552,FALSE,4,FALSE
ClinicalBERT,358,myoneural disorders,50,2,121,0.939897418022156,0.973796308040619,0.0338988900184631,FALSE,2,FALSE
ClinicalBERT,359,muscular dystrophies and other myopathies,50,3,81,0.906319856643677,0.954062402248383,0.0477425456047058,TRUE,5,TRUE
ClinicalBERT,360,disorders of the globe,56,2,1,0.979470789432526,0.979470789432526,0,TRUE,4,FALSE
ClinicalBERT,361,retinal detachments and defects,57,1,1,0.976666510105133,0.976666510105133,0,TRUE,4,FALSE
ClinicalBERT,362,other retinal disorders,57,5,1,1.00000023841858,1.00000023841858,0,TRUE,3,TRUE
ClinicalBERT,363,chorioretinal inflammations scars and other disorders of choroid,56,3,1,0.948133945465088,0.948133945465088,0,TRUE,8,TRUE
ClinicalBERT,364,disorders of iris and ciliary body,56,3,2,0.957251608371735,0.973955512046814,0.0167039036750793,TRUE,6,FALSE
ClinicalBERT,365,glaucoma,58,3,1,0.999999582767487,0.999999582767487,0,TRUE,1,FALSE
ClinicalBERT,366,cataract,59,3,1,0.957683444023132,0.957683444023132,0,TRUE,1,FALSE
ClinicalBERT,369,blindness and low vision,60,1,13,0.916259944438934,0.939322412014008,0.0230624675750732,TRUE,4,FALSE
ClinicalBERT,370,keratitis,56,2,1,1.00000023841858,1.00000023841858,0,TRUE,1,FALSE
ClinicalBERT,371,corneal opacity and other disorders of cornea,56,3,2,0.927612483501434,0.928272604942322,0.000660121440887451,TRUE,7,TRUE
ClinicalBERT,372,disorders of conjunctiva,56,3,1,0.905278325080872,0.905278325080872,0,TRUE,3,FALSE
ClinicalBERT,376,disorders of the orbit,56,2,1,0.977251768112183,0.977251768112183,0,TRUE,4,FALSE
ClinicalBERT,377,disorders of optic nerve and visual pathways,56,3,1,0.963030695915222,0.963030695915222,0,TRUE,7,FALSE
ClinicalBERT,379,other disorders of eye,56,9,1,0.98301374912262,0.98301374912262,0,TRUE,4,TRUE
ClinicalBERT,380,disorders of external ear,61,3,7,0.95510995388031,0.965762257575989,0.0106523036956787,TRUE,4,FALSE
ClinicalBERT,381,nonsuppurative otitis media and eustachian tube disorders,62,3,2,0.956771969795227,0.957013368606567,0.000241398811340332,FALSE,7,FALSE
ClinicalBERT,382,suppurative and unspecified otitis media,62,2,1,0.999999821186066,0.999999821186066,0,TRUE,5,TRUE
ClinicalBERT,383,mastoiditis and related conditions,62,3,1,0.999999761581421,0.999999761581421,0,TRUE,4,FALSE
ClinicalBERT,384,other disorders of tympanic membrane,61,2,1,0.999999940395355,0.999999940395355,0,TRUE,5,TRUE
ClinicalBERT,386,vertiginous syndromes and other disorders of vestibular system,63,3,47,0.926905930042267,0.948844909667969,0.0219389796257019,TRUE,8,TRUE
ClinicalBERT,389,hearing loss,61,2,1,0.956412553787231,0.956412553787231,0,TRUE,2,FALSE
ClinicalBERT,393,chronic rheumatic pericarditis,64,1,155,0.92889416217804,0.977971911430359,0.0490777492523193,FALSE,3,FALSE
ClinicalBERT,394,diseases of mitral valve,65,2,9,0.8768150806427,0.910799264907837,0.0339841842651367,TRUE,4,FALSE
ClinicalBERT,395,diseases of aortic valve,65,2,16,0.886378705501556,0.90300589799881,0.0166271924972534,TRUE,4,FALSE
ClinicalBERT,396,diseases of mitral and aortic valves,65,1,672,0.834427714347839,0.901351034641266,0.0669233202934265,FALSE,6,FALSE
ClinicalBERT,397,diseases of other endocardial structures,65,3,499,0.82518869638443,0.915300130844116,0.0901114344596863,TRUE,5,TRUE
ClinicalBERT,398,other rheumatic heart disease,64,2,1,0.989706456661224,0.989706456661224,0,TRUE,4,TRUE
ClinicalBERT,401,essential hypertension,66,1,1,0.977862894535065,0.977862894535065,0,TRUE,2,FALSE
ClinicalBERT,402,hypertensive heart disease,67,1,1,1.00000011920929,1.00000011920929,0,TRUE,3,FALSE
ClinicalBERT,403,hypertensive chronic kidney disease,67,1,3,0.984874844551086,0.988372623920441,0.00349777936935425,TRUE,4,FALSE
ClinicalBERT,404,hypertensive heart and chronic kidney disease,67,1,1,0.987049460411072,0.987049460411072,0,TRUE,6,FALSE
ClinicalBERT,405,secondary hypertension,67,1,1,0.99999988079071,0.99999988079071,0,TRUE,2,FALSE
ClinicalBERT,410,acute myocardial infarction,68,3,1,0.999999940395355,0.999999940395355,0,TRUE,3,FALSE
ClinicalBERT,411,other acute and subacute forms of ischemic heart disease,69,2,5,0.945089876651764,0.947844743728638,0.00275486707687378,FALSE,9,TRUE
ClinicalBERT,412,old myocardial infarction,69,1,338,0.885016024112701,0.94816118478775,0.0631451606750488,TRUE,3,FALSE
ClinicalBERT,413,angina pectoris,69,1,1,0.999999761581421,0.999999761581421,0,TRUE,2,FALSE
ClinicalBERT,414,other forms of chronic ischemic heart disease,69,1,108,0.92571759223938,0.962918043136597,0.0372004508972168,TRUE,7,TRUE
ClinicalBERT,415,acute pulmonary heart disease,70,1,7,0.934868931770325,0.96237450838089,0.0275055766105652,TRUE,4,FALSE
ClinicalBERT,416,chronic pulmonary heart disease,70,2,41,0.923941135406494,0.983065009117126,0.0591238737106323,TRUE,4,FALSE
ClinicalBERT,417,other diseases of pulmonary circulation,70,1,1,0.968646049499512,0.968646049499512,0,TRUE,5,TRUE
ClinicalBERT,423,other diseases of pericardium,64,2,1,0.999999761581421,0.999999761581421,0,TRUE,4,TRUE
ClinicalBERT,424,other diseases of endocardium,65,6,601,0.880164861679077,0.97984254360199,0.0996776819229126,FALSE,4,TRUE
ClinicalBERT,425,cardiomyopathy,64,4,1,1.00000023841858,1.00000023841858,0,TRUE,1,FALSE
ClinicalBERT,426,conduction disorders,71,2,4,0.953476309776306,0.975854933261871,0.0223786234855652,FALSE,2,FALSE
ClinicalBERT,427,cardiac dysrhythmias,72,5,3,0.940111041069031,0.953011631965637,0.0129005908966064,TRUE,2,FALSE
ClinicalBERT,428,heart failure,72,1,1,1.00000011920929,1.00000011920929,0,TRUE,2,FALSE
ClinicalBERT,429,illdefined descriptions and complications of heart disease,73,7,1,0.933802306652069,0.933802306652069,0,TRUE,7,FALSE
ClinicalBERT,430,subarachnoid hemorrhage,74,1,1,0.995065569877625,0.995065569877625,0,TRUE,2,FALSE
ClinicalBERT,431,intracerebral hemorrhage,74,1,1,0.991335690021515,0.991335690021515,0,TRUE,2,FALSE
ClinicalBERT,432,other and unspecified intracranial hemorrhage,74,1,1,0.943053245544434,0.943053245544434,0,TRUE,5,TRUE
ClinicalBERT,433,occlusion and stenosis of precerebral arteries,74,3,1,0.948049426078796,0.948049426078796,0,TRUE,6,FALSE
ClinicalBERT,434,occlusion of cerebral arteries,74,3,2,0.939497649669647,0.943196535110474,0.00369888544082642,TRUE,4,FALSE
ClinicalBERT,435,transient cerebral ischemia,75,1,1,0.952089726924896,0.952089726924896,0,FALSE,3,FALSE
ClinicalBERT,436,acute but illdefined cerebrovascular disease,74,2,27,0.905819594860077,0.934825420379639,0.0290058255195618,TRUE,5,FALSE
ClinicalBERT,437,other and illdefined cerebrovascular disease,76,4,28,0.921430349349976,0.950776517391205,0.0293461680412292,FALSE,5,TRUE
ClinicalBERT,438,late effects of cerebrovascular disease,76,1,1,0.957048892974854,0.957048892974854,0,TRUE,5,FALSE
ClinicalBERT,440,atherosclerosis,77,1,1,0.999999940395355,0.999999940395355,0,TRUE,1,FALSE
ClinicalBERT,441,aortic aneurysm and dissection,77,1,1,0.999999761581421,0.999999761581421,0,TRUE,4,FALSE
ClinicalBERT,442,other aneurysm,77,1,1,0.973562121391296,0.973562121391296,0,TRUE,2,TRUE
